ip,date_time,request,step,session,user_id
203.18.34.5,04/May/2005:11:12:23,/eaglefarm/pdf/Web_Price_List.pdf,6,636,636
cpe-144-136-159-71.q,04/May/2005:18:43:09,/eaglefarm/pdf/Web_Price_List.pdf,7,649,649
d220-236-43-168.dsl.,04/May/2005:22:33:46,/eaglefarm/pdf/Web_Price_List.pdf,7,661,661
d220-236-43-168.dsl.,04/May/2005:22:33:50,/eaglefarm/pdf/Web_Price_List.pdf,10,661,661
d220-236-43-168.dsl.,04/May/2005:22:35:37,/eaglefarm/pdf/Web_Price_List.pdf,12,661,661
d220-236-43-168.dsl.,04/May/2005:22:35:40,/eaglefarm/pdf/Web_Price_List.pdf,13,661,661
www2.itd.uts.edu.au,05/May/2005:09:22:43,/eaglefarm/pdf/Web_Price_List.pdf,5,676,676
61.88.23.146,05/May/2005:15:08:51,/eaglefarm/pdf/Web_Price_List.pdf,6,692,692
61.88.23.146,05/May/2005:15:08:53,/eaglefarm/pdf/Web_Price_List.pdf,7,692,692
203.202.23.100,05/May/2005:15:49:46,/eaglefarm/pdf/Web_Price_List.pdf,5,697,697
203.202.23.100,05/May/2005:15:49:48,/eaglefarm/pdf/Web_Price_List.pdf,6,697,697
dc-192-85.bpb.bigpon,05/May/2005:16:09:40,/eaglefarm/pdf/Web_Price_List.pdf,5,699,699
d211-31-190-243.dsl.,05/May/2005:17:49:39,/eaglefarm/pdf/Web_Price_List.pdf,7,706,706
203.202.120.194,06/May/2005:10:45:14,/eaglefarm/pdf/Web_Price_List.pdf,5,728,728
203.202.120.194,06/May/2005:10:45:27,/eaglefarm/pdf/Web_Price_List.pdf,6,728,728
203.202.120.194,06/May/2005:10:45:30,/eaglefarm/pdf/Web_Price_List.pdf,7,728,728
bri-pow-pr3.tpgi.com,06/May/2005:13:02:06,/eaglefarm/pdf/Web_Price_List.pdf,3,740,740
bri-pow-pr3.tpgi.com,06/May/2005:13:02:33,/eaglefarm/pdf/Web_Price_List.pdf,4,740,740
bri-pow-pr3.tpgi.com,06/May/2005:13:02:37,/eaglefarm/pdf/Web_Price_List.pdf,5,740,740
myponga0.connect.com,06/May/2005:13:25:54,/eaglefarm/pdf/Web_Price_List.pdf,1,744,744
mynah0.connect.com.a,06/May/2005:13:25:55,/eaglefarm/pdf/Web_Price_List.pdf,1,745,745
cpe-138-130-244-77.q,06/May/2005:15:41:41,/eaglefarm/pdf/Web_Price_List.pdf,6,765,765
cpe-138-130-244-77.q,06/May/2005:15:41:46,/eaglefarm/pdf/Web_Price_List.pdf,7,765,765
203-206-22-142.dyn.i,06/May/2005:21:11:55,/eaglefarm/pdf/Web_Price_List.pdf,6,778,778
cpe-143-238-117-215.,07/May/2005:19:46:17,/eaglefarm/pdf/Web_Price_List.pdf,5,823,823
cpe-143-238-117-215.,07/May/2005:19:46:33,/eaglefarm/pdf/Web_Price_List.pdf,6,823,823
107.a.004.brs.iprimu,08/May/2005:00:17:22,/eaglefarm/pdf/Web_Price_List.pdf,14,836,836
cpe-139-168-171-67.q,08/May/2005:15:23:20,/eaglefarm/pdf/Web_Price_List.pdf,9,850,850
ppp115-198.lns1.bne3,08/May/2005:20:35:01,/eaglefarm/pdf/Web_Price_List.pdf,6,857,857
cpe-139-168-171-67.q,09/May/2005:08:44:21,/eaglefarm/pdf/Web_Price_List.pdf,7,869,869
203.57.223.25,09/May/2005:10:36:40,/eaglefarm/pdf/Web_Price_List.pdf,5,871,871
220-244-144-238-qld.,09/May/2005:14:44:30,/eaglefarm/pdf/Web_Price_List.pdf,8,892,892
220-244-144-238-qld.,09/May/2005:14:44:44,/eaglefarm/pdf/Web_Price_List.pdf,9,892,892
220-244-144-238-qld.,09/May/2005:14:44:46,/eaglefarm/pdf/Web_Price_List.pdf,10,892,892
bri-pow-pr3.tpgi.com,09/May/2005:16:20:27,/eaglefarm/pdf/Web_Price_List.pdf,5,895,895
ess-p-144-138-96-236,10/May/2005:12:50:59,/eaglefarm/pdf/Web_Price_List.pdf,6,921,921
squid1.citec.com.au,10/May/2005:13:02:42,/eaglefarm/pdf/Web_Price_List.pdf,2,925,925
squid1.citec.com.au,10/May/2005:13:02:53,/eaglefarm/pdf/Web_Price_List.pdf,3,925,925
surtek.lnk.telstra.n,10/May/2005:13:39:57,/eaglefarm/pdf/Web_Price_List.pdf,5,927,927
cpe-60-231-39-56.qld,10/May/2005:15:17:55,/eaglefarm/pdf/Web_Price_List.pdf,5,938,938
bri-pow-pr3.tpgi.com,10/May/2005:15:21:02,/eaglefarm/pdf/Web_Price_List.pdf,4,939,939
bri-pow-pr3.tpgi.com,10/May/2005:15:21:06,/eaglefarm/pdf/Web_Price_List.pdf,5,939,939
cpe-138-130-246-19.q,10/May/2005:16:29:49,/eaglefarm/pdf/Web_Price_List.pdf,9,943,943
cpe-138-130-222-62.q,10/May/2005:16:37:35,/eaglefarm/pdf/Web_Price_List.pdf,5,944,944
cpe-138-130-222-62.q,10/May/2005:16:37:35,/eaglefarm/pdf/Web_Price_List.pdf,6,944,944
cpe-138-130-222-62.q,10/May/2005:16:40:33,/eaglefarm/pdf/Web_Price_List.pdf,16,944,944
cpe-60-231-85-18.qld,10/May/2005:17:15:03,/eaglefarm/pdf/Web_Price_List.pdf,5,946,946
cpe-60-231-85-18.qld,10/May/2005:17:15:52,/eaglefarm/pdf/Web_Price_List.pdf,6,946,946
c210-49-24-254.fitzg,10/May/2005:17:56:27,/eaglefarm/pdf/Web_Price_List.pdf,9,948,948
c210-49-24-254.fitzg,10/May/2005:17:56:27,/eaglefarm/pdf/Web_Price_List.pdf,10,948,948
cpe-203-45-190-105.q,10/May/2005:19:07:07,/eaglefarm/pdf/Web_Price_List.pdf,5,950,950
cpe-203-45-190-105.q,10/May/2005:19:07:23,/eaglefarm/pdf/Web_Price_List.pdf,6,950,950
cor5-ppp2085.for.dsl,10/May/2005:20:21:02,/eaglefarm/pdf/Web_Price_List.pdf,5,953,953
cor5-ppp2085.for.dsl,10/May/2005:20:21:06,/eaglefarm/pdf/Web_Price_List.pdf,6,953,953
cpe-60-231-147-146.q,10/May/2005:20:54:37,/eaglefarm/pdf/Web_Price_List.pdf,5,954,954
cpe-60-231-147-146.q,10/May/2005:20:54:45,/eaglefarm/pdf/Web_Price_List.pdf,6,954,954
bl5-58-101.dsl.telep,11/May/2005:00:16:40,/eaglefarm/pdf/Web_Price_List.pdf,7,957,957
220-245-55-130-qld.t,11/May/2005:09:19:31,/eaglefarm/pdf/Web_Price_List.pdf,7,959,959
220-245-55-130-qld.t,11/May/2005:09:19:35,/eaglefarm/pdf/Web_Price_List.pdf,8,959,959
220-245-55-130-qld.t,11/May/2005:09:19:38,/eaglefarm/pdf/Web_Price_List.pdf,9,959,959
cpe-203-45-223-227.q,11/May/2005:10:22:42,/eaglefarm/pdf/Web_Price_List.pdf,5,960,960
cpe-203-45-223-227.q,11/May/2005:10:22:43,/eaglefarm/pdf/Web_Price_List.pdf,6,960,960
210-18-214-5.cust.ie,11/May/2005:11:09:19,/eaglefarm/pdf/Web_Price_List.pdf,6,961,961
210-18-214-5.cust.ie,11/May/2005:11:09:20,/eaglefarm/pdf/Web_Price_List.pdf,7,961,961
cpe-60-231-132-57.ql,11/May/2005:11:58:22,/eaglefarm/pdf/Web_Price_List.pdf,5,966,966
cpe-60-231-132-57.ql,11/May/2005:11:58:23,/eaglefarm/pdf/Web_Price_List.pdf,6,966,966
cpe-60-231-132-57.ql,11/May/2005:11:58:24,/eaglefarm/pdf/Web_Price_List.pdf,7,966,966
cpe-60-231-132-57.ql,11/May/2005:12:33:33,/eaglefarm/pdf/Web_Price_List.pdf,5,968,968
cpe-60-231-132-57.ql,11/May/2005:12:33:34,/eaglefarm/pdf/Web_Price_List.pdf,6,968,968
cpe-60-231-132-57.ql,11/May/2005:12:33:34,/eaglefarm/pdf/Web_Price_List.pdf,7,968,968
222-153-155-190.jets,11/May/2005:13:12:55,/eaglefarm/pdf/Web_Price_List.pdf,7,969,969
gcccscn.dsl.onthenet,11/May/2005:16:02:51,/eaglefarm/pdf/Web_Price_List.pdf,7,975,975
gcccscn.dsl.onthenet,11/May/2005:16:03:13,/eaglefarm/pdf/Web_Price_List.pdf,8,975,975
proxy1.library.uq.ed,11/May/2005:17:42:31,/eaglefarm/pdf/Web_Price_List.pdf,5,979,979
dsl-220-235-70-98.ql,11/May/2005:21:39:29,/eaglefarm/pdf/Web_Price_List.pdf,5,993,993
dsl-220-235-70-98.ql,11/May/2005:21:39:32,/eaglefarm/pdf/Web_Price_List.pdf,6,993,993
cpe-138-130-230-84.q,12/May/2005:07:55:21,/eaglefarm/pdf/Web_Price_List.pdf,5,1003,1003
cpe-138-130-230-84.q,12/May/2005:07:55:28,/eaglefarm/pdf/Web_Price_List.pdf,6,1003,1003
cpe-138-130-230-84.q,12/May/2005:07:55:32,/eaglefarm/pdf/Web_Price_List.pdf,7,1003,1003
60-240-146-220.tpgi.,12/May/2005:09:50:32,/eaglefarm/pdf/Web_Price_List.pdf,11,1014,1014
60-240-146-220.tpgi.,12/May/2005:09:50:36,/eaglefarm/pdf/Web_Price_List.pdf,12,1014,1014
proxy2-mercury.net.q,13/May/2005:13:47:43,/eaglefarm/pdf/Web_Price_List.pdf,6,1051,1051
203.166.253.98,13/May/2005:23:59:38,/eaglefarm/pdf/Web_Price_List.pdf,6,1082,1082
220-253-30-55.vic.ne,14/May/2005:15:03:49,/eaglefarm/pdf/Web_Price_List.pdf,7,1112,1112
c210-49-71-69.ipswc1,14/May/2005:20:23:45,/eaglefarm/pdf/Web_Price_List.pdf,6,1122,1122
203.84.69.21.in-addr,15/May/2005:15:19:22,/eaglefarm/pdf/Web_Price_List.pdf,5,1166,1166
203.84.69.21.in-addr,15/May/2005:15:19:40,/eaglefarm/pdf/Web_Price_List.pdf,6,1166,1166
203.84.69.21.in-addr,15/May/2005:15:20:40,/eaglefarm/pdf/Web_Price_List.pdf,7,1166,1166
dsl-220-235-114-66.s,15/May/2005:19:43:40,/eaglefarm/pdf/Web_Price_List.pdf,10,1175,1175
dsl-220-235-114-66.s,15/May/2005:19:43:43,/eaglefarm/pdf/Web_Price_List.pdf,11,1175,1175
b3255.static.pacific,16/May/2005:10:31:32,/eaglefarm/pdf/Web_Price_List.pdf,6,1194,1194
cpe-147-10-92-80.qld,16/May/2005:15:03:30,/eaglefarm/pdf/Web_Price_List.pdf,6,1226,1226
cpe-147-10-92-80.qld,16/May/2005:15:03:37,/eaglefarm/pdf/Web_Price_List.pdf,7,1226,1226
cpe-147-10-92-80.qld,16/May/2005:15:03:38,/eaglefarm/pdf/Web_Price_List.pdf,8,1226,1226
cpe-203-51-14-197.ns,16/May/2005:16:21:41,/eaglefarm/pdf/Web_Price_List.pdf,8,1230,1230
cpe-203-51-14-197.ns,16/May/2005:16:21:45,/eaglefarm/pdf/Web_Price_List.pdf,9,1230,1230
cpe-203-51-14-197.ns,16/May/2005:16:21:49,/eaglefarm/pdf/Web_Price_List.pdf,10,1230,1230
c220-237-78-13.kelvn,16/May/2005:22:41:40,/eaglefarm/pdf/Web_Price_List.pdf,5,1245,1245
c220-237-78-13.kelvn,16/May/2005:22:41:51,/eaglefarm/pdf/Web_Price_List.pdf,6,1245,1245
c220-237-78-13.kelvn,16/May/2005:22:41:53,/eaglefarm/pdf/Web_Price_List.pdf,7,1245,1245
proxy1.uq.edu.au,17/May/2005:10:18:45,/eaglefarm/pdf/Web_Price_List.pdf,5,1257,1257
proxy1.uq.edu.au,17/May/2005:10:18:46,/eaglefarm/pdf/Web_Price_List.pdf,6,1257,1257
cpe-61-9-215-107.qld,17/May/2005:11:34:39,/eaglefarm/pdf/Web_Price_List.pdf,5,1259,1259
cpe-61-9-215-107.qld,17/May/2005:11:34:40,/eaglefarm/pdf/Web_Price_List.pdf,6,1259,1259
webcache2.itc.griffi,17/May/2005:16:06:58,/eaglefarm/pdf/Web_Price_List.pdf,6,1269,1269
webcache2.itc.griffi,17/May/2005:16:06:58,/eaglefarm/pdf/Web_Price_List.pdf,7,1269,1269
webcache2.itc.griffi,17/May/2005:16:06:59,/eaglefarm/pdf/Web_Price_List.pdf,8,1269,1269
webcache2.itc.griffi,17/May/2005:16:07:00,/eaglefarm/pdf/Web_Price_List.pdf,9,1269,1269
ppp2224.dsl.pacific.,17/May/2005:16:11:01,/eaglefarm/pdf/Web_Price_List.pdf,9,1270,1270
nme-pow-pr2.tpgi.com,18/May/2005:10:32:28,/eaglefarm/pdf/Web_Price_List.pdf,4,1297,1297
proxy2-mercury.net.q,18/May/2005:11:19:49,/eaglefarm/pdf/Web_Price_List.pdf,2,1301,1301
220-245-34-114-nsw.t,18/May/2005:11:28:13,/eaglefarm/pdf/Web_Price_List.pdf,5,1303,1303
220-245-34-114-nsw.t,18/May/2005:11:28:21,/eaglefarm/pdf/Web_Price_List.pdf,6,1303,1303
220-245-34-114-nsw.t,18/May/2005:11:28:23,/eaglefarm/pdf/Web_Price_List.pdf,7,1303,1303
ns.detir.qld.gov.au,18/May/2005:14:53:30,/eaglefarm/pdf/Web_Price_List.pdf,5,1316,1316
ns.detir.qld.gov.au,18/May/2005:14:53:33,/eaglefarm/pdf/Web_Price_List.pdf,6,1316,1316
c220-237-78-13.kelvn,19/May/2005:10:13:53,/eaglefarm/pdf/Web_Price_List.pdf,5,1351,1351
c220-237-78-13.kelvn,19/May/2005:10:14:05,/eaglefarm/pdf/Web_Price_List.pdf,6,1351,1351
c220-237-78-13.kelvn,19/May/2005:10:14:08,/eaglefarm/pdf/Web_Price_List.pdf,7,1351,1351
ctx33.caltex.com.au,19/May/2005:13:27:54,/eaglefarm/pdf/Web_Price_List.pdf,6,1361,1361
ctx33.caltex.com.au,19/May/2005:13:27:55,/eaglefarm/pdf/Web_Price_List.pdf,7,1361,1361
242.055.dsl.syd.ipri,19/May/2005:13:33:01,/eaglefarm/pdf/Web_Price_List.pdf,6,1364,1364
242.055.dsl.syd.ipri,19/May/2005:13:37:53,/eaglefarm/pdf/Web_Price_List.pdf,1,1366,1366
ess-p-144-138-81-56.,19/May/2005:16:29:04,/eaglefarm/pdf/Web_Price_List.pdf,5,1374,1374
ess-p-144-138-81-56.,19/May/2005:16:30:15,/eaglefarm/pdf/Web_Price_List.pdf,6,1374,1374
ess-p-144-138-81-56.,19/May/2005:16:30:32,/eaglefarm/pdf/Web_Price_List.pdf,7,1374,1374
ess-p-144-138-81-56.,19/May/2005:16:30:41,/eaglefarm/pdf/Web_Price_List.pdf,8,1374,1374
ess-p-144-138-81-56.,19/May/2005:16:30:45,/eaglefarm/pdf/Web_Price_List.pdf,9,1374,1374
201-255-70-122.mrse.,19/May/2005:18:05:15,/eaglefarm/pdf/Web_Price_List.pdf,7,1381,1381
dsl-202-173-188-99.q,19/May/2005:21:36:02,/eaglefarm/pdf/Web_Price_List.pdf,6,1388,1388
220-244-147-226-qld.,19/May/2005:22:18:23,/eaglefarm/pdf/Web_Price_List.pdf,6,1389,1389
203.166.253.98,20/May/2005:09:23:57,/eaglefarm/pdf/Web_Price_List.pdf,6,1401,1401
cpe-203-51-216-177.q,20/May/2005:09:31:33,/eaglefarm/pdf/Web_Price_List.pdf,7,1402,1402
bri-pow-pr3.tpgi.com,20/May/2005:13:19:20,/eaglefarm/pdf/Web_Price_List.pdf,6,1412,1412
cpe-143-238-182-212.,20/May/2005:14:02:18,/eaglefarm/pdf/Web_Price_List.pdf,5,1414,1414
cpe-143-238-182-212.,20/May/2005:14:02:20,/eaglefarm/pdf/Web_Price_List.pdf,6,1414,1414
cpe-61-9-215-107.qld,21/May/2005:11:57:37,/eaglefarm/pdf/Web_Price_List.pdf,5,1457,1457
dsl-220-235-253-80.q,21/May/2005:20:56:01,/eaglefarm/pdf/Web_Price_List.pdf,6,1473,1473
dsl-220-235-253-80.q,21/May/2005:20:56:04,/eaglefarm/pdf/Web_Price_List.pdf,7,1473,1473
host-202-47-115-82.g,22/May/2005:14:33:54,/eaglefarm/pdf/Web_Price_List.pdf,6,1496,1496
host-202-47-115-82.g,22/May/2005:14:33:59,/eaglefarm/pdf/Web_Price_List.pdf,7,1496,1496
host-202-47-115-82.g,22/May/2005:14:34:02,/eaglefarm/pdf/Web_Price_List.pdf,8,1496,1496
proxy2-mercury.net.q,23/May/2005:11:45:19,/eaglefarm/pdf/Web_Price_List.pdf,3,1554,1554
202.47.53.57,23/May/2005:14:12:18,/eaglefarm/pdf/Web_Price_List.pdf,5,1560,1560
202.47.53.57,23/May/2005:14:12:26,/eaglefarm/pdf/Web_Price_List.pdf,6,1560,1560
202.47.53.57,23/May/2005:14:12:40,/eaglefarm/pdf/Web_Price_List.pdf,7,1560,1560
cpe-138-130-240-103.,23/May/2005:16:11:14,/eaglefarm/pdf/Web_Price_List.pdf,5,1563,1563
cpe-138-130-240-103.,23/May/2005:16:11:55,/eaglefarm/pdf/Web_Price_List.pdf,6,1563,1563
c210-49-67-61.rochd3,23/May/2005:17:18:52,/eaglefarm/pdf/Web_Price_List.pdf,10,1564,1564
c210-49-67-61.rochd3,23/May/2005:17:18:53,/eaglefarm/pdf/Web_Price_List.pdf,11,1564,1564
cpe-203-51-197-21.ql,24/May/2005:08:56:48,/eaglefarm/pdf/Web_Price_List.pdf,6,1591,1591
surtek.lnk.telstra.n,24/May/2005:10:36:38,/eaglefarm/pdf/Web_Price_List.pdf,3,1606,1606
cpe-60-231-124-63.ql,24/May/2005:17:57:51,/eaglefarm/pdf/Web_Price_List.pdf,5,1627,1627
cpe-60-231-124-63.ql,24/May/2005:17:58:04,/eaglefarm/pdf/Web_Price_List.pdf,6,1627,1627
c210-49-128-19.fitzg,24/May/2005:19:41:17,/eaglefarm/pdf/Web_Price_List.pdf,7,1629,1629
brisinsite2.pmpdigit,25/May/2005:09:26:49,/eaglefarm/pdf/Web_Price_List.pdf,1,1662,1662
220-253-91-40.qld.ne,25/May/2005:10:15:21,/eaglefarm/pdf/Web_Price_List.pdf,7,1670,1670
ppp30-115.lns1.syd2.,25/May/2005:14:26:03,/eaglefarm/pdf/Web_Price_List.pdf,7,1686,1686
ppp30-115.lns1.syd2.,25/May/2005:14:26:03,/eaglefarm/pdf/Web_Price_List.pdf,8,1686,1686
c220-237-78-13.kelvn,25/May/2005:14:30:10,/eaglefarm/pdf/Web_Price_List.pdf,5,1687,1687
c220-237-78-13.kelvn,25/May/2005:14:30:22,/eaglefarm/pdf/Web_Price_List.pdf,6,1687,1687
c220-237-78-13.kelvn,25/May/2005:14:30:24,/eaglefarm/pdf/Web_Price_List.pdf,7,1687,1687
c210-49-79-232.ipswc,25/May/2005:17:23:34,/eaglefarm/pdf/Web_Price_List.pdf,5,1697,1697
c210-49-79-232.ipswc,25/May/2005:17:23:41,/eaglefarm/pdf/Web_Price_List.pdf,6,1697,1697
cpe-144-133-211-1.ql,25/May/2005:20:50:03,/eaglefarm/pdf/Web_Price_List.pdf,6,1704,1704
cor6-ppp118.for.dsl.,26/May/2005:08:58:02,/eaglefarm/pdf/Web_Price_List.pdf,3,1723,1723
cor6-ppp118.for.dsl.,26/May/2005:08:58:05,/eaglefarm/pdf/Web_Price_List.pdf,4,1723,1723
c220-237-78-146.kelv,26/May/2005:09:36:39,/eaglefarm/pdf/Web_Price_List.pdf,5,1737,1737
c220-237-78-146.kelv,26/May/2005:09:36:39,/eaglefarm/pdf/Web_Price_List.pdf,6,1737,1737
cpe-144-137-146-213.,26/May/2005:10:24:34,/eaglefarm/pdf/Web_Price_List.pdf,6,1741,1741
webcache2.itc.griffi,26/May/2005:10:41:19,/eaglefarm/pdf/Web_Price_List.pdf,6,1743,1743
cpe-203-45-207-6.qld,26/May/2005:11:29:26,/eaglefarm/pdf/Web_Price_List.pdf,6,1747,1747
cpe-203-45-207-6.qld,26/May/2005:11:30:03,/eaglefarm/pdf/Web_Price_List.pdf,7,1747,1747
cpe-203-45-207-6.qld,26/May/2005:11:30:04,/eaglefarm/pdf/Web_Price_List.pdf,8,1747,1747
chtax17-070.dialup.o,26/May/2005:12:19:06,/eaglefarm/pdf/Web_Price_List.pdf,5,1748,1748
220-253-105-48.tas.n,26/May/2005:12:51:49,/eaglefarm/pdf/Web_Price_List.pdf,5,1750,1750
nsw-210-211-69-014.d,26/May/2005:15:45:10,/eaglefarm/pdf/Web_Price_List.pdf,6,1765,1765
adsl-67-238.swiftdsl,26/May/2005:21:09:03,/eaglefarm/pdf/Web_Price_List.pdf,5,1777,1777
adsl-67-238.swiftdsl,26/May/2005:21:09:05,/eaglefarm/pdf/Web_Price_List.pdf,6,1777,1777
cpe-203-45-198-163.q,27/May/2005:13:49:53,/eaglefarm/pdf/Web_Price_List.pdf,7,1807,1807
cpe-203-45-198-163.q,27/May/2005:13:49:55,/eaglefarm/pdf/Web_Price_List.pdf,8,1807,1807
cpe-203-45-198-163.q,27/May/2005:13:49:56,/eaglefarm/pdf/Web_Price_List.pdf,9,1807,1807
cpe-203-63-194-151.e,27/May/2005:16:12:32,/eaglefarm/pdf/Web_Price_List.pdf,5,1812,1812
cpe-203-63-194-151.e,27/May/2005:16:12:37,/eaglefarm/pdf/Web_Price_List.pdf,6,1812,1812
cache5.syd.ops.aspac,28/May/2005:01:34:45,/eaglefarm/pdf/Web_Price_List.pdf,7,1817,1817
cpe-144-133-214-98.q,28/May/2005:13:51:10,/eaglefarm/pdf/Web_Price_List.pdf,9,1829,1829
cpe-144-133-214-98.q,28/May/2005:13:51:46,/eaglefarm/pdf/Web_Price_List.pdf,10,1829,1829
bri-pr1.tpgi.com.au,28/May/2005:17:04:11,/eaglefarm/pdf/Web_Price_List.pdf,5,1834,1834
ess-p-144-138-69-93.,28/May/2005:17:30:58,/eaglefarm/pdf/Web_Price_List.pdf,8,1835,1835
cpe-144-131-212-106.,29/May/2005:12:07:39,/eaglefarm/pdf/Web_Price_List.pdf,32,1887,1887
cpe-144-131-212-106.,29/May/2005:12:07:46,/eaglefarm/pdf/Web_Price_List.pdf,33,1887,1887
cpe-144-133-217-37.q,29/May/2005:13:46:34,/eaglefarm/pdf/Web_Price_List.pdf,7,1889,1889
cpe-144-133-217-37.q,29/May/2005:13:46:44,/eaglefarm/pdf/Web_Price_List.pdf,8,1889,1889
cpe-144-133-217-37.q,29/May/2005:13:46:45,/eaglefarm/pdf/Web_Price_List.pdf,9,1889,1889
cpe-144-133-217-37.q,29/May/2005:13:46:56,/eaglefarm/pdf/Web_Price_List.pdf,10,1889,1889
wooax17-a133.dialup.,29/May/2005:15:09:54,/eaglefarm/pdf/Web_Price_List.pdf,6,1891,1891
wooax17-a133.dialup.,29/May/2005:15:10:04,/eaglefarm/pdf/Web_Price_List.pdf,7,1891,1891
wooax17-a133.dialup.,29/May/2005:15:10:32,/eaglefarm/pdf/Web_Price_List.pdf,8,1891,1891
dsl-202-173-145-138.,29/May/2005:15:58:19,/eaglefarm/pdf/Web_Price_List.pdf,8,1892,1892
058.a.001.cns.iprimu,30/May/2005:16:40:41,/eaglefarm/pdf/Web_Price_List.pdf,5,1921,1921
058.a.001.cns.iprimu,30/May/2005:16:40:49,/eaglefarm/pdf/Web_Price_List.pdf,6,1921,1921
058.a.001.cns.iprimu,30/May/2005:16:41:24,/eaglefarm/pdf/Web_Price_List.pdf,7,1921,1921
058.a.001.cns.iprimu,30/May/2005:16:41:36,/eaglefarm/pdf/Web_Price_List.pdf,8,1921,1921
chrax9-b015.dialup.o,30/May/2005:17:31:51,/eaglefarm/pdf/Web_Price_List.pdf,7,1922,1922
chrax9-b015.dialup.o,30/May/2005:17:31:53,/eaglefarm/pdf/Web_Price_List.pdf,8,1922,1922
chrax9-b015.dialup.o,30/May/2005:17:36:31,/eaglefarm/pdf/Web_Price_List.pdf,9,1922,1922
chrax9-b015.dialup.o,30/May/2005:17:36:33,/eaglefarm/pdf/Web_Price_List.pdf,10,1922,1922
chrax9-b015.dialup.o,30/May/2005:17:37:31,/eaglefarm/pdf/Web_Price_List.pdf,11,1922,1922
chrax9-b015.dialup.o,30/May/2005:17:37:32,/eaglefarm/pdf/Web_Price_List.pdf,12,1922,1922
chrax9-b015.dialup.o,30/May/2005:17:39:19,/eaglefarm/pdf/Web_Price_List.pdf,17,1922,1922
chrax9-b015.dialup.o,30/May/2005:17:39:20,/eaglefarm/pdf/Web_Price_List.pdf,18,1922,1922
chrax9-b015.dialup.o,30/May/2005:17:39:20,/eaglefarm/pdf/Web_Price_List.pdf,19,1922,1922
cpe-144-137-148-31.q,31/May/2005:01:08:40,/eaglefarm/pdf/Web_Price_List.pdf,6,1931,1931
220-244-216-214-qld.,31/May/2005:03:16:50,/eaglefarm/pdf/Web_Price_List.pdf,5,1932,1932
220-244-216-214-qld.,31/May/2005:03:16:57,/eaglefarm/pdf/Web_Price_List.pdf,6,1932,1932
220-244-216-214-qld.,31/May/2005:03:17:01,/eaglefarm/pdf/Web_Price_List.pdf,7,1932,1932
gateway.nudgee.com,19/Apr/2005:14:06:04,/eaglefarm/pricelist,1,39,39
60-240-178-28.tpgi.c,19/Apr/2005:16:37:50,/eaglefarm/pricelist,8,45,45
203-219-141-194-qld.,20/Apr/2005:15:30:18,/eaglefarm/pricelist,3,108,108
210-0-71-149.nexnet.,21/Apr/2005:15:07:16,/eaglefarm/pricelist,4,135,135
210-0-71-149.nexnet.,21/Apr/2005:15:26:08,/eaglefarm/pricelist,1,137,137
dialup-125.26.221.20,21/Apr/2005:19:53:13,/eaglefarm/pricelist,4,144,144
cust0119.qld01.datac,21/Apr/2005:21:41:50,/eaglefarm/pricelist,3,148,148
114.a.001.brs.iprimu,21/Apr/2005:23:41:51,/eaglefarm/pricelist,7,152,152
203-206-18-174.dyn.i,22/Apr/2005:08:07:53,/eaglefarm/pricelist,1,160,160
210-0-71-149.nexnet.,22/Apr/2005:11:20:26,/eaglefarm/pricelist,1,176,176
210-0-71-145.nexnet.,22/Apr/2005:11:22:06,/eaglefarm/pricelist,1,177,177
144.135.7.65,22/Apr/2005:13:02:30,/eaglefarm/pricelist,3,185,185
210-0-71-141.nexnet.,22/Apr/2005:13:56:48,/eaglefarm/pricelist,13,187,187
cpe-203-45-149-96.ql,23/Apr/2005:08:32:56,/eaglefarm/pricelist,10,216,216
210-0-71-141.nexnet.,23/Apr/2005:12:59:35,/eaglefarm/pricelist,6,222,222
cust1705.qld01.datac,23/Apr/2005:19:44:39,/eaglefarm/pricelist,12,225,225
cpe-147-10-109-30.ql,24/Apr/2005:08:17:45,/eaglefarm/pricelist,3,238,238
d220-236-65-239.dsl.,25/Apr/2005:00:24:34,/eaglefarm/pricelist,3,256,256
60-240-146-75.tpgi.c,25/Apr/2005:11:38:29,/eaglefarm/pricelist,9,261,261
cpe-147-10-92-186.ql,25/Apr/2005:13:27:21,/eaglefarm/pricelist,3,263,263
ess-p-144-138-148-35,26/Apr/2005:09:41:44,/eaglefarm/pricelist,3,296,296
cpe-203-45-192-127.q,26/Apr/2005:13:44:21,/eaglefarm/pricelist,3,303,303
cache.in.com.au,26/Apr/2005:15:23:58,/eaglefarm/pricelist,3,305,305
cpe-144-137-149-167.,26/Apr/2005:16:03:01,/eaglefarm/pricelist,5,307,307
cpe-147-10-80-62.qld,27/Apr/2005:06:38:34,/eaglefarm/pricelist,9,338,338
ce3-mel.netspace.net,27/Apr/2005:07:51:34,/eaglefarm/pricelist,3,339,339
cpe-60-231-80-137.ql,27/Apr/2005:16:13:06,/eaglefarm/pricelist,3,368,368
cpe-60-231-80-137.ql,27/Apr/2005:16:15:11,/eaglefarm/pricelist,10,370,370
211.27.167.207,28/Apr/2005:21:57:16,/eaglefarm/pricelist,5,432,432
abyss.brisbane.qld.g,29/Apr/2005:11:29:43,/eaglefarm/pricelist,3,474,474
dsl-210-15-203-247.q,29/Apr/2005:13:28:37,/eaglefarm/pricelist,12,479,479
